trip_id	household_id	person_n	trip_n	travel_mode	purpose	fueltype	faretype	bus_scale	survey_year	travel_year	travel_month	travel_date	day_of_week	start_time	age	female	driving_license	car_ownership	distance	dur_walking	dur_cycling	dur_pt_access	dur_pt_rail	dur_pt_bus	dur_pt_int	pt_interchanges	dur_driving	cost_transit	cost_driving_fuel	cost_driving_ccharge	driving_traffic_percent
32047	6910	0	10	4	5	1	1	1.0	2	2013	6	3	1	18.1	30	1	1	2	3621	0.937222222	0.336111111	0.208333333	0.0	0.283333333	0.3833333329999999	1	0.168333333	3.0	0.63	0.0	0.0561056
32056	6910	2	5	4	3	1	5	0.0	2	2013	6	3	1	19.25	6	0	0	2	1851	0.469722222	0.1447222219999999	0.427222222	0.033333333	0.0	0.0	0	0.1041666669999999	0.0	0.34	0.0	0.0373333
32068	6915	0	2	1	5	6	1	1.0	2	2013	6	3	1	16.0	41	0	1	0	2774	0.6325	0.170555556	0.024444444	0.0	0.322222222	0.1	1	0.178611111	3.0	0.49	0.0	0.272162
32095	6924	0	2	1	2	6	1	1.0	2	2013	6	4	2	15.0	34	1	0	0	1014	0.297777778	0.087777778	0.175833333	0.033333333	0.0	0.0	0	0.090277778	1.5	0.23	0.0	0.144615
32103	6925	0	0	4	4	1	1	1.0	2	2013	6	4	2	7.0	43	0	1	1	8693	2.124166667	0.6941666670000001	0.189444444	0.133333333	0.350277778	0.15	1	0.535833333	3.2	1.58	0.0	0.615863
32123	6928	0	5	4	3	1	1	1.0	2	2013	6	4	2	16.05	51	1	1	2	679	0.121944444	0.023055556	0.072222222	0.0	0.011666667	0.0	0	0.019166667	1.5	0.08	0.0	0.0724638
32128	6929	0	3	1	3	2	1	1.0	2	2013	6	4	2	15.0	34	0	0	2	697	0.395	0.095	0.320277778	0.0	0.0625	0.0	0	0.1325	1.5	0.26	0.0	0.0733753
32153	6932	1	4	4	5	1	1	1.0	2	2013	6	4	2	14.0	44	0	1	2	563	0.145555556	0.053888889	0.0777777779999999	0.0	0.055833333	0.0	0	0.045833333	1.5	0.11	0.0	0.278788
32162	6934	0	0	2	1	6	1	1.0	2	2013	6	4	2	8.0	34	1	1	0	905	0.275555556	0.096666667	0.108611111	0.0	0.133333333	0.0	0	0.149166667	1.5	0.31	0.0	0.350093
32203	6943	1	1	4	1	1	1	1.0	2	2013	6	5	3	19.33333333	30	0	1	2	8236	2.047222222	0.677222222	0.202777778	0.25	0.0	0.1166666669999999	1	0.618611111	4.8	1.61	0.0	0.748092
32206	6945	0	0	1	3	6	1	1.0	2	2013	6	5	3	11.0	54	0	1	0	736	0.19	0.065	0.040833333	0.0	0.084444444	0.0	0	0.054166667	1.5	0.15	0.0	0.338462
32209	6945	1	0	1	3	6	1	1.0	2	2013	6	5	3	13.0	52	1	1	0	1562	0.402777778	0.12	0.040833333	0.0	0.17	0.0	0	0.134444444	1.5	0.3	0.0	0.404959
32224	6948	0	2	4	3	1	5	0.0	2	2013	6	5	3	19.16666667	50	0	1	2	6037	1.473055556	0.4725	0.162777778	0.166666667	0.233333333	0.1166666669999999	1	0.325	0.0	1.06	0.0	0.279487
32230	6951	0	0	4	2	1	2	0.0	2	2013	6	5	3	8.5	17	0	1	1	3271	0.886388889	0.2663888889999999	0.178611111	0.0	0.3802777779999999	0.0	0	0.2216666669999999	0.0	0.64	0.0	0.417293
32244	6955	0	1	3	3	6	1	1.0	2	2013	6	5	3	19.0	29	1	0	0	20173	4.884722222	1.54	0.3238888889999999	0.7333333329999999	0.0	0.15	1	0.750833333	2.8	3.1	0.0	0.5445800000000001
32287	6965	1	0	4	1	6	1	1.0	2	2013	6	6	4	7.75	41	0	1	2	14641	3.539444444	1.101666667	0.2713888889999999	0.666666667	0.097222222	0.083333333	1	0.916388889	5.4	2.37	0.0	0.6408
32289	6965	1	3	1	5	6	1	1.0	2	2013	6	6	4	21.5	41	0	1	2	702	0.189444444	0.065555556	0.081944444	0.0	0.033333333	0.0	0	0.049722222	1.5	0.12	0.0	0.0949721
32308	6971	0	2	1	3	6	1	1.0	2	2013	6	6	4	16.5	35	1	1	0	1774	0.445555556	0.163888889	0.120277778	0.0	0.220833333	0.0	0	0.194722222	1.5	0.38	0.0	0.399429
32311	6972	1	0	1	2	6	1	1.0	2	2013	6	6	4	12.5	18	0	0	0	1977	0.503888889	0.2325	0.097222222	0.0	0.271666667	0.0	0	0.182222222	1.5	0.42	0.0	0.317073
32331	6974	1	2	4	3	1	1	1.0	2	2013	6	6	4	18.5	41	0	1	1	1485	0.4488888889999999	0.153888889	0.195833333	0.0	0.073888889	0.0	0	0.144444444	1.5	0.4	0.0	0.188462
32338	6976	0	4	1	3	1	1	1.0	2	2013	6	6	4	19.0	31	1	1	2	1102	0.273055556	0.058333333	0.096388889	0.0	0.063055556	0.0	0	0.071944444	1.5	0.2	0.0	0.351351
32339	6977	0	0	4	2	1	1	1.0	2	2013	6	6	4	8.666666667000001	33	1	1	1	1223	0.426111111	0.143055556	0.193611111	0.0	0.175555556	0.0	0	0.13	1.5	0.34	0.0	0.1602559999999999
32360	6979	3	3	4	3	2	3	0.0	2	2013	6	6	4	18.0	13	1	0	2	1024	0.420833333	0.1422222219999999	0.359166667	0.0	0.066666667	0.0	0	0.15	0.0	0.34	0.0	0.198148
32397	6988	0	2	4	3	1	5	0.0	2	2013	6	7	5	19.41666667	71	0	1	1	662	0.218611111	0.066944444	0.127777778	0.0	0.04	0.0	0	0.061666667	0.0	0.16	0.0	0.045045
32437	6992	4	0	1	3	2	1	1.0	2	2013	6	7	5	9.0	25	1	0	1	1178	0.300833333	0.0841666669999999	0.156111111	0.0	0.080555556	0.0	0	0.079444444	1.5	0.19	0.0	0.0839161
32507	7005	1	9	4	3	2	1	1.0	2	2013	6	8	6	18.86666667	21	1	1	2	1721	0.423611111	0.146388889	0.124166667	0.0	0.120277778	0.0	0	0.1411111109999999	1.5	0.29	0.0	0.3366139999999999
32540	7015	0	1	4	5	2	1	1.0	2	2013	6	8	6	13.0	51	0	1	2	21586	5.165833333	1.4233333330000002	0.173333333	0.55	0.25	0.333333333	2	1.300277778	6.8	3.61	0.0	0.626362
32541	7015	0	2	4	5	2	1	1.0	2	2013	6	8	6	13.83333333	51	0	1	2	4100	1.026111111	0.289722222	0.351111111	0.1	0.0	0.0	0	0.2919444439999999	2.29	0.64	0.0	0.413892
32544	7015	1	1	4	5	2	3	0.0	2	2013	6	8	6	13.83333333	15	0	0	2	4100	1.026111111	0.289722222	0.351111111	0.1	0.0	0.0	0	0.2919444439999999	0.75	0.64	0.0	0.413892
32556	7016	3	1	3	3	1	5	0.0	2	2013	6	8	6	16.25	8	1	0	1	5893	1.4405555559999998	0.368055556	0.205	0.0	0.366666667	0.0	0	0.372222222	0.0	1.14	0.0	0.268657
32588	7024	1	3	4	3	1	1	1.0	2	2013	6	9	7	19.5	35	1	1	1	1814	0.51	0.140555556	0.139444444	0.0	0.083333333	0.0	0	0.093333333	1.5	0.31	0.0	0.047619
32625	7031	0	2	1	3	2	1	1.0	2	2013	6	9	7	15.75	50	0	1	2	763	0.1913888889999999	0.0861111109999999	0.063055556	0.0	0.093333333	0.0	0	0.041388889	1.5	0.1	0.0	0.201342
32644	7035	0	2	4	3	2	1	1.0	2	2013	6	9	7	17.0	57	0	1	1	10053	2.367222222	0.885833333	0.1844444439999999	0.316666667	0.052222222	0.192777778	2	0.703888889	3.9	1.59	0.0	0.631807
32645	7035	1	0	4	3	2	1	1.0	2	2013	6	9	7	12.5	59	1	1	1	9463	2.171944444	0.7969444440000001	0.059722222	0.316666667	0.047777778	0.173888889	2	0.700555556	3.9	1.52	0.0	0.771213
32695	7046	2	0	4	2	2	2	0.0	2	2013	6	10	1	8.0	17	1	0	1	2628	0.863055556	0.2347222219999999	0.124444444	0.0	0.15	0.0	0	0.194444444	0.0	0.53	0.0	0.144286
32729	7051	1	1	4	1	1	1	1.0	2	2013	6	10	1	12.16666667	23	1	1	2	2050	0.4669444439999999	0.161388889	0.131388889	0.0	0.1925	0.0	0	0.1436111109999999	1.5	0.49	0.0	0.365571
32731	7051	1	3	4	1	1	1	1.0	2	2013	6	10	1	17.16666667	23	1	1	2	2050	0.4669444439999999	0.161388889	0.231388889	0.0	0.1225	0.0	0	0.1722222219999999	1.5	0.52	0.0	0.374194
32739	7054	0	1	4	1	1	1	1.0	2	2013	6	10	1	15.0	56	0	1	1	17040	3.733333333	1.034722222	0.171388889	0.366666667	0.15	0.183333333	1	0.888055556	4.6	2.8	0.0	0.4472939999999999
32755	7057	0	1	4	3	1	1	1.0	2	2013	6	10	1	12.5	56	0	1	1	985	0.267222222	0.077222222	0.091666667	0.0	0.08	0.0	0	0.0711111109999999	1.5	0.19	0.0	0.523438
32756	7057	0	2	1	3	1	1	1.0	2	2013	6	10	1	16.0	56	0	1	1	344	0.113055556	0.0577777779999999	0.0891666669999999	0.0	0.0233333329999999	0.0	0	0.0925	1.5	0.21	0.0	0.162162
32771	7060	0	1	4	5	1	5	0.0	2	2013	6	10	1	10.83333333	94	0	1	2	1183	0.278055556	0.0705555559999999	0.113333333	0.0	0.063611111	0.0	0	0.0436111109999999	0.0	0.17	0.0	0.127389
32781	7063	0	1	3	3	6	1	1.0	2	2013	6	10	1	16.83333333	58	0	0	0	5550	1.338055556	0.439444444	0.273333333	0.0	0.3888888889999999	0.0777777779999999	1	0.320277778	3.0	0.86	0.0	0.2298349999999999
32785	7064	1	1	3	1	2	1	1.0	2	2013	6	10	1	17.25	33	0	1	2	7324	1.7575	0.609444444	0.2347222219999999	0.283333333	0.0	0.1	1	0.583333333	2.9	1.22	10.5	0.764286
32817	7072	0	4	4	5	6	1	1.0	2	2013	6	10	1	16.51666667	37	1	0	0	1866	0.480277778	0.165277778	0.095833333	0.0	0.259166667	0.0	0	0.171111111	1.5	0.39	10.5	0.469156
32833	7075	0	0	3	4	1	1	1.0	2	2013	6	11	2	6.333333333	40	0	1	1	26997	6.510833333	2.067222222	0.294166667	1.15	0.0	0.1	1	1.282777778	8.99	8.34	0.0	0.378735
32869	7079	2	3	3	1	1	1	1.0	2	2013	6	11	2	16.75	23	0	1	1	2578	0.638055556	0.210555556	0.2225	0.066666667	0.0	0.0	0	0.21	2.4	0.54	0.0	0.539683
32877	7080	0	7	4	3	1	1	1.0	2	2013	6	11	2	17.25	31	1	1	1	6163	1.509722222	0.496111111	0.230555556	0.25	0.3175	0.1166666669999999	1	0.458055556	4.0	1.22	0.0	0.5172829999999999
32882	7080	1	2	4	2	1	1	1.0	2	2013	6	11	2	15.03333333	32	0	0	1	2031	0.5525	0.189444444	0.197222222	0.0	0.190555556	0.0	0	0.168055556	1.5	0.48	0.0	0.307438
32898	7081	3	0	4	2	1	5	0.0	2	2013	6	11	2	8.166666667000001	6	0	0	2	958	0.231388889	0.081944444	0.175833333	0.0	0.0502777779999999	0.0	0	0.0775	0.0	0.21	0.0	0.243728
32915	7085	2	2	4	3	2	5	0.0	2	2013	6	11	2	17.0	7	0	0	2	7844	1.940833333	0.616944444	0.0855555559999999	0.0	0.776666667	0.083333333	1	0.279166667	0.0	1.03	0.0	0.168159
32926	7086	2	2	4	3	1	3	0.0	2	2013	6	11	2	16.16666667	13	1	0	2	3445	0.785277778	0.193055556	0.101944444	0.0	0.294166667	0.0	0	0.151944444	0.0	0.51	0.0	0.250457
32935	7089	0	1	4	5	2	4	1.0	2	2013	6	11	2	7.833333333	40	1	1	2	1926	0.549444444	0.1844444439999999	0.075555556	0.0	0.175833333	0.0	0	0.1722222219999999	1.5	0.4	0.0	0.2370969999999999
32960	7093	1	9	4	2	1	1	1.0	2	2013	6	11	2	17.5	25	1	1	1	2706	0.6316666670000001	0.1825	0.172777778	0.166666667	0.0	0.0	0	0.1275	1.7	0.49	0.0	0.246187
32974	7099	0	2	1	5	1	1	1.0	2	2013	6	12	3	12.18333333	27	1	1	2	923	0.253055556	0.071666667	0.150555556	0.0	0.041666667	0.0	0	0.054166667	1.5	0.17	0.0	0.174359
32996	7104	0	4	4	3	2	1	1.0	2	2013	6	12	3	20.25	26	0	1	1	2796	0.646944444	0.155	0.133055556	0.0	0.128611111	0.0	0	0.113888889	1.5	0.36	0.0	0.0853659
33002	7106	0	0	4	2	1	1	1.0	2	2013	6	12	3	12.43333333	45	0	1	1	318	0.111111111	0.037777778	0.0897222219999999	0.0	0.036388889	0.0	0	0.093888889	1.5	0.22	0.0	0.0532544
33034	7115	0	4	4	3	1	1	1.0	2	2013	6	13	4	17.51666667	34	0	1	2	4549	1.109166667	0.371944444	0.248055556	0.283333333	0.0	0.0	0	0.287777778	1.5	0.82	0.0	0.320463
33035	7115	1	0	4	2	1	1	1.0	2	2013	6	13	4	8.833333332999999	31	1	1	2	951	0.251666667	0.070833333	0.066666667	0.0	0.075555556	0.0	0	0.081944444	1.5	0.2	0.0	0.162712
33084	7125	0	0	3	1	1	1	1.0	2	2013	6	13	4	6.5	27	0	0	1	4121	1.042222222	0.3425	0.0	0.0	0.488888889	0.166666667	1	0.189722222	3.0	0.63	0.0	0.183016
33100	7129	0	6	4	2	1	1	1.0	2	2013	6	13	4	16.08333333	46	1	1	2	5015	1.276111111	0.5377777779999999	0.208611111	0.25	0.0	0.1166666669999999	1	0.310555556	4.1	1.03	0.0	0.514311
33103	7129	2	0	3	2	2	2	0.0	2	2013	6	13	4	7.333333333	16	0	0	2	4559	1.1219444440000002	0.3938888889999999	0.352777778	0.183333333	0.0	0.0	0	0.364166667	1.45	0.82	0.0	0.5110600000000001
33106	7129	3	1	4	2	2	3	0.0	2	2013	6	13	4	16.08333333	14	1	0	2	4593	1.205	0.409166667	0.259444444	0.2166666669999999	0.0	0.0	0	0.312777778	0.75	0.87	0.0	0.447602
33124	7132	0	1	1	3	2	1	1.0	2	2013	6	14	5	6.5	59	0	1	1	829	0.2613888889999999	0.0975	0.158333333	0.0	0.051944444	0.0	0	0.1072222219999999	1.5	0.23	0.0	0.0880828999999999
33127	7133	0	2	3	3	1	1	1.0	2	2013	6	14	5	19.41666667	28	1	1	1	1161	0.316111111	0.095833333	0.048611111	0.0	0.091666667	0.0	0	0.1155555559999999	1.5	0.27	0.0	0.53125
33154	7137	4	2	4	2	1	5	0.0	2	2013	6	14	5	15.25	5	0	0	1	3767	1.025	0.333055556	0.25	0.0	0.326944444	0.0	0	0.216111111	0.0	0.71	0.0	0.0526991999999999
33211	7149	0	4	3	3	2	4	0.5	2	2013	6	14	5	0.75	22	1	1	1	3958	0.996666667	0.3316666669999999	0.125277778	0.0	0.300277778	0.0	0	0.237777778	0.75	0.63	0.0	0.524533
33261	7153	1	7	1	3	6	1	0.0	2	2013	6	15	6	21.0	19	1	0	0	725	0.1916666669999999	0.055833333	0.076666667	0.0	0.038055556	0.0	0	0.045	0.0	0.13	0.0	0.141975
33283	7158	1	0	3	3	6	5	0.0	2	2013	6	15	6	8.75	8	0	0	0	1471	0.4613888889999999	0.148611111	0.261111111	0.0	0.066666667	0.0	0	0.116388889	0.0	0.32	0.0	0.176611
33301	7163	1	1	4	3	1	5	0.0	2	2013	6	16	7	11.75	65	0	1	1	2608	0.6597222220000001	0.2397222219999999	0.198611111	0.0	0.303611111	0.074722222	1	0.220277778	0.0	0.61	0.0	0.436318
33309	7164	1	3	1	3	1	1	1.0	2	2013	6	16	7	17.76666667	57	0	1	2	934	0.235555556	0.160555556	0.1	0.0	0.153333333	0.0	0	0.111666667	1.5	0.28	0.0	0.427861
33346	7176	0	3	4	4	1	1	1.0	2	2013	6	16	7	14.0	38	0	1	2	3920	1.043888889	0.3444444439999999	0.195	0.0	0.3988888889999999	0.0	0	0.2397222219999999	1.5	0.81	0.0	0.238702
33397	7190	2	0	3	1	1	1	1.0	2	2013	6	17	1	5.833333333	47	0	1	1	3245	0.735	0.214166667	0.1180555559999999	0.0	0.175	0.0	0	0.131666667	1.5	0.46	0.0	0.0864978999999999
33404	7191	1	0	4	3	6	1	1.0	2	2013	6	17	1	11.0	38	0	1	2	4226	0.979166667	0.2488888889999999	0.095833333	0.0	0.331111111	0.083333333	1	0.222777778	3.0	0.63	0.0	0.21197
33449	7201	0	3	3	1	6	1	1.0	2	2013	6	17	1	19.5	26	1	0	0	3489	0.87	0.321666667	0.080277778	0.05	0.08	0.1166666669999999	1	0.223333333	3.0	0.63	0.0	0.492537
33465	7205	2	1	3	3	6	4	1.0	2	2013	6	17	1	13.75	19	0	0	0	1949	0.521111111	0.176388889	0.093611111	0.0	0.288055556	0.0	0	0.183611111	1.5	0.43	0.0	0.23298
33469	7206	0	3	3	5	1	1	1.0	2	2013	6	17	1	15.0	53	0	1	2	4134	1.190277778	0.326944444	0.276111111	0.1	0.0	0.0	0	0.2369444439999999	1.5	0.82	0.0	0.332943
33491	7212	1	1	4	5	1	1	1.0	2	2013	6	18	2	15.5	25	0	1	1	1070	0.261666667	0.091111111	0.0388888889999999	0.0	0.1166666669999999	0.0	0	0.1041666669999999	1.5	0.27	0.0	0.186667
33493	7212	1	3	3	3	1	1	1.0	2	2013	6	18	2	17.5	25	0	1	1	944	0.369166667	0.101944444	0.234166667	0.0	0.075833333	0.0	0	0.196111111	1.5	0.44	0.0	0.441926
33525	7219	1	0	4	3	1	5	0.0	2	2013	6	18	2	11.0	67	1	1	1	3238	0.9975	0.278611111	0.263333333	0.0	0.259166667	0.0	0	0.213888889	0.0	0.7	0.0	0.150649
33530	7220	0	2	3	3	6	1	1.0	2	2013	6	18	2	14.75	21	1	0	0	1852	0.444166667	0.134166667	0.048611111	0.0	0.125277778	0.0	0	0.1	1.5	0.28	0.0	0.0416666999999999
33552	7224	2	3	3	1	1	1	1.0	2	2013	6	18	2	18.5	22	1	0	1	21004	4.854166667	1.559166667	0.024166667	0.466666667	0.487222222	0.2166666669999999	2	1.0655555559999998	6.9	3.65	0.0	0.604015
33577	7229	3	1	3	1	2	1	1.0	2	2013	6	19	3	15.5	32	0	1	1	1511	0.389166667	0.155833333	0.105	0.0	0.1722222219999999	0.0	0	0.137222222	1.5	0.29	0.0	0.303644
33609	7236	0	7	3	3	6	1	1.0	2	2013	6	19	3	19.33333333	40	0	1	0	16481	3.921388889	1.245833333	0.0525	0.3833333329999999	0.308611111	0.283333333	2	0.7294444440000001	4.3	2.49	0.0	0.479817
33649	7242	3	0	3	2	6	3	0.0	2	2013	6	19	3	8.666666667000001	12	1	0	0	1495	0.379444444	0.135833333	0.0847222219999999	0.0	0.088888889	0.0	0	0.1	0.0	0.25	0.0	0.619444
33652	7243	0	1	3	1	1	1	1.0	2	2013	6	20	4	19.5	40	1	1	1	11521	2.778333333	0.8705555559999999	0.075555556	0.2666666669999999	0.480833333	0.223333333	2	0.492222222	4.5	2.0	0.0	0.354402
33679	7246	4	0	4	2	1	3	0.0	2	2013	6	20	4	7.666666667	12	0	0	2	4809	1.258611111	0.436944444	0.151111111	0.35	0.183333333	0.25	2	0.401944444	0.85	1.06	0.0	0.340705
33689	7247	1	3	4	3	1	1	1.0	2	2013	6	20	4	9.5	54	1	1	1	3156	0.741944444	0.426111111	0.299166667	0.1166666669999999	0.123333333	0.11	1	0.315833333	3.0	0.98	0.0	0.204925
33697	7247	3	0	3	1	2	4	1.0	2	2013	6	20	4	8.0	23	1	1	1	9548	2.329166667	0.8430555559999999	0.093888889	0.366666667	0.2666666669999999	0.133333333	1	0.725	3.45	1.53	10.5	0.666667
33703	7248	0	4	3	2	6	1	1.0	2	2013	6	20	4	14.5	28	1	0	0	2390	0.6152777779999999	0.211666667	0.0611111109999999	0.0	0.389166667	0.0	0	0.206111111	1.5	0.48	0.0	0.238544
33711	7249	0	2	3	4	1	1	1.0	2	2013	6	20	4	17.25	43	0	1	2	5821	1.615	0.541111111	0.099722222	0.3	0.0	0.083333333	1	0.518888889	2.5	1.39	0.0	0.503212
33712	7249	0	5	4	5	1	1	1.0	2	2013	6	20	4	19.66666667	43	0	1	2	1476	0.399444444	0.161944444	0.080277778	0.0	0.098333333	0.0	0	0.126944444	1.5	0.35	0.0	0.2100659999999999
33722	7250	1	1	1	1	1	1	1.0	2	2013	6	20	4	14.5	18	1	0	2	1007	0.3338888889999999	0.0975	0.2475	0.0	0.063611111	0.0	0	0.095833333	1.5	0.28	0.0	0.0869565
33736	7252	0	3	4	3	1	4	0.0	2	2013	6	20	4	20.58333333	18	1	0	1	2894	0.7727777779999999	0.2191666669999999	0.064722222	0.0	0.2847222219999999	0.0	0	0.247777778	0.0	0.65	0.0	0.251121
33744	7252	2	3	1	2	1	1	1.0	2	2013	6	20	4	15.36666667	36	1	0	1	685	0.223055556	0.083333333	0.106388889	0.0	0.0886111109999999	0.0	0	0.1072222219999999	1.5	0.22	0.0	0.310881
33757	7253	1	0	3	1	1	1	1.0	2	2013	6	20	4	5.25	39	0	0	1	6903	1.831111111	0.519166667	0.1722222219999999	0.0	0.655555556	0.0	0	0.336944444	1.5	1.25	0.0	0.153339
33774	7257	0	6	4	3	2	1	1.0	2	2013	6	21	5	16.0	29	1	1	1	11375	2.711388889	0.899166667	0.197222222	0.45	0.0	0.133333333	1	0.6188888889999999	3.9	1.73	0.0	0.61535
33791	7258	0	5	4	4	5	1	1.0	2	2013	6	21	5	15.5	28	0	1	2	5263	1.295	0.466388889	0.296388889	0.316666667	0.0	0.0	0	0.443333333	2.8	1.39	0.0	0.563283
33841	7264	2	3	3	5	1	1	1.0	2	2013	6	21	5	19.0	27	1	1	1	3150	0.778333333	0.2869444439999999	0.1397222219999999	0.0	0.417777778	0.0	0	0.341111111	1.5	0.8	0.0	0.801303
33862	7265	3	2	4	5	1	5	0.0	2	2013	6	21	5	15.5	10	0	0	2	2813	0.799444444	0.265833333	0.151944444	0.0	0.225833333	0.130277778	1	0.213888889	0.0	0.6	0.0	0.361039
33900	7272	0	3	3	3	6	1	0.5	2	2013	6	22	6	13.8	34	1	1	0	4449	1.037222222	0.319722222	0.168333333	0.1	0.0	0.0	0	0.203611111	1.5	0.69	0.0	0.420191
33905	7273	2	1	1	5	1	3	0.0	2	2013	6	22	6	16.0	15	1	0	2	1202	0.328333333	0.128611111	0.221111111	0.016666667	0.0	0.0	0	0.168333333	0.75	0.34	10.5	0.589109
33912	7274	0	2	4	3	2	1	1.0	2	2013	6	22	6	20.5	35	0	1	1	4957	1.229722222	0.3877777779999999	0.228611111	0.033333333	0.226666667	0.130833333	1	0.281111111	3.0	0.75	0.0	0.326087
33915	7275	0	2	4	3	6	5	0.0	2	2013	6	22	6	17.25	64	1	1	0	1066	0.300277778	0.133888889	0.081111111	0.0	0.15	0.0	0	0.096388889	0.0	0.23	0.0	0.466859
33965	7285	1	1	3	3	6	1	1.0	2	2013	6	22	6	12.0	36	1	0	0	3370	0.7905555559999999	0.243055556	0.145	0.0	0.369722222	0.0	0	0.2797222219999999	1.5	0.62	0.0	0.271102
33983	7287	1	4	3	3	1	1	1.0	2	2013	6	22	6	21.0	39	1	1	1	1795	0.449166667	0.146944444	0.083055556	0.0	0.15	0.0	0	0.124444444	1.5	0.38	0.0	0.272321
33984	7287	1	5	3	3	1	1	1.0	2	2013	6	22	6	23.0	39	1	1	1	1795	0.476666667	0.156111111	0.079166667	0.0	0.128333333	0.0	0	0.1222222219999999	1.5	0.38	0.0	0.202273
34004	7291	1	2	4	3	1	5	0.0	2	2013	6	23	7	17.0	60	1	1	2	14583	3.512222222	1.176111111	0.137222222	0.416666667	0.333333333	0.3	2	0.590555556	0.0	2.39	0.0	0.348071
34061	7306	0	2	4	4	2	1	1.0	2	2013	6	24	1	16.0	50	0	1	1	16607	3.945555556	1.315	0.3288888889999999	0.583333333	0.0	0.1	1	0.956666667	3.3	3.99	0.0	0.429442
34082	7310	2	2	3	2	1	1	1.0	2	2013	6	24	1	15.5	51	1	0	2	3360	0.813333333	0.228055556	0.140555556	0.0	0.166666667	0.0	0	0.185277778	1.5	0.73	0.0	0.281859
34112	7317	2	3	3	1	6	1	1.0	2	2013	6	24	1	23.0	40	1	0	0	1409	0.421388889	0.130277778	0.075833333	0.0	0.127777778	0.0	0	0.101388889	1.5	0.29	0.0	0.126027
34123	7320	0	1	1	1	6	1	1.0	2	2013	6	24	1	21.5	25	0	0	0	675	0.177777778	0.0627777779999999	0.096944444	0.0	0.020833333	0.0	0	0.061944444	1.5	0.15	0.0	0.3452909999999999
34182	7333	0	1	4	1	1	5	0.0	2	2013	6	25	2	14.75	56	0	1	1	3581	0.8552777779999999	0.292222222	0.295833333	0.0	0.245833333	0.0	0	0.259166667	0.0	0.72	0.0	0.370847
34183	7334	0	0	3	4	1	1	1.0	2	2013	6	25	2	9.666666667	38	0	1	1	4911	1.186111111	0.433333333	0.171666667	0.183333333	0.0	0.1166666669999999	1	0.3863888889999999	1.5	1.1	0.0	0.3422
34191	7336	3	0	3	2	6	3	0.0	2	2013	6	25	2	7.5	14	0	0	0	1347	0.308611111	0.112777778	0.129722222	0.0	0.075	0.0	0	0.094444444	0.0	0.25	0.0	0.214706
34201	7338	2	1	3	2	6	2	0.0	2	2013	6	25	2	16.0	16	0	0	0	1959	0.491111111	0.193055556	0.215833333	0.0	0.1888888889999999	0.0	0	0.199166667	0.0	0.45	0.0	0.732218
34211	7340	1	0	3	2	6	3	0.0	2	2013	6	25	2	8.416666667000001	15	1	0	0	2843	0.650277778	0.208333333	0.232777778	0.083333333	0.0	0.0	0	0.248611111	0.85	0.73	0.0	0.261453
34226	7342	1	0	3	1	1	1	1.0	2	2013	6	25	2	7.5	52	1	0	1	13323	3.216388889	0.887222222	0.161666667	0.416666667	0.117777778	0.15	2	0.8836111109999999	5.4	2.67	10.5	0.580635
34244	7344	3	1	2	2	3	3	0.0	2	2013	6	25	2	15.33333333	15	1	0	1	1152	0.2872222219999999	0.0841666669999999	0.1744444439999999	0.0	0.0525	0.0	0	0.072222222	0.0	0.21	0.0	0.0307692
34276	7350	0	4	4	3	1	1	1.0	2	2013	6	26	3	23.5	57	1	1	2	3679	0.943333333	0.3575	0.125	0.0	0.3025	0.0	0	0.36	1.5	0.87	0.0	0.579475
34310	7357	1	0	3	1	6	1	1.0	2	2013	6	26	3	8.0	41	0	0	0	7043	1.647777778	0.493888889	0.070277778	0.15	0.195277778	0.083333333	1	0.439722222	3.2	1.18	0.0	0.747315
34354	7366	0	5	1	5	6	1	0.5	2	2013	6	26	3	11.83333333	45	1	0	0	718	0.200277778	0.092777778	0.07	0.0	0.067777778	0.0	0	0.080277778	0.75	0.22	0.0	0.15917
34357	7366	0	8	3	5	6	1	0.5	2	2013	6	26	3	16.2	45	1	0	0	3294	0.766388889	0.2238888889999999	0.108611111	0.0	0.3544444439999999	0.0	0	0.258888889	0.75	0.6	0.0	0.256438
34371	7366	2	8	3	5	6	5	0.0	2	2013	6	26	3	16.2	5	0	0	0	3294	0.766388889	0.2238888889999999	0.108611111	0.0	0.3544444439999999	0.0	0	0.258888889	0.0	0.6	0.0	0.256438
34380	7367	1	5	2	2	1	1	1.0	2	2013	6	26	3	15.08333333	54	0	1	1	1319	0.310555556	0.1011111109999999	0.185555556	0.0	0.056666667	0.0	0	0.085	1.5	0.23	0.0	0.0294118
34395	7372	1	1	4	4	1	1	1.0	2	2013	6	26	3	15.0	52	0	1	1	11159	2.4825	0.743055556	0.3125	0.283333333	0.1172222219999999	0.1022222219999999	1	0.6416666670000001	3.79	1.86	0.0	0.480087
34406	7373	1	2	3	1	6	1	1.0	2	2013	6	26	3	15.0	32	1	1	0	2712	0.6575	0.230833333	0.348611111	0.1166666669999999	0.0	0.0	0	0.273611111	1.5	0.58	0.0	0.591878
34431	7380	0	0	4	2	1	1	1.0	2	2013	6	27	4	8.583333332999999	46	1	1	2	369	0.1175	0.075833333	0.058888889	0.0	0.016666667	0.0	0	0.041111111	1.5	0.13	0.0	0.0608108
